visitor_id,item_id,how_many_view_for_item,how_many_view_for_item_in_last_week
1143383,357541,1,1
1143383,66424,1,1
1143383,193301,3,3
1143383,390093,1,1
1143383,134436,1,1
1143383,202976,2,2
1143383,302239,1,1
1143383,67182,2,2
1143383,390984,3,3
1143383,387373,1,1
1143383,101561,2,2
1143383,378258,1,1
1143383,85579,2,2
1143383,34627,1,1
1143383,101288,1,1
1143383,229598,1,1
1143383,143643,2,2
1143383,186702,0,0
1143383,119736,4,2
1143383,71754,1,1
1143383,436748,2,2
1143383,226940,1,1
1143383,398579,2,2
1143383,244458,3,3
1143383,288418,2,1
1143383,127036,1,1
1143383,355925,1,1
1143383,113233,2,2
1143409,388242,3,3
1143431,266942,1,1
1143512,17402,1,1
1143525,91264,0,0
1143525,62502,3,3
1143525,306763,0,0
1143525,416772,1,1
1143525,360213,5,4
1143525,50781,2,2
1143525,328486,4,4
1143525,398756,2,2
1143525,63681,2,2
1143525,199617,2,2
1143525,327083,4,4
1143535,224173,3,3
1143599,298868,11,11
1143599,391289,16,16
1143608,289861,51,20
1143739,286314,1,1
1143758,135156,1,1
1143795,433004,6,6
1143795,248320,0,0
1143818,290642,0,0
1143873,88553,0,0
1143882,454263,2,2
1143900,35322,2,2
1143920,316135,1,1
1143927,208939,1,1
1143932,272152,0,0
1144000,74453,6,6
1144015,184775,1,1
1144020,114256,0,0
1144021,159380,2,2
1144122,367480,0,0
1144231,319358,2,2
1144231,273382,3,3
1144231,100280,0,0
1144281,18252,1,1
1144300,304685,0,0
1144306,234255,0,0
1144332,309918,1,1
1144500,106786,1,1
1144503,305991,2,2
1144503,445351,4,4
1144517,350743,3,3
1144598,51207,1,1
1144602,279815,0,0
1144604,379480,2,2
1144697,425270,1,1
1144721,200278,2,2
1144727,71784,9,9
1144735,11989,2,2
1144777,5411,1,1
1144777,33956,1,1
1144813,296068,1,1
1144813,337204,0,0
1144846,303573,4,4
1144857,144213,1,1
1144857,379015,1,1
1144857,379796,9,9
1144857,175214,0,0
1144857,326213,1,1
1144857,457223,0,0
1144858,367490,3,3
1144874,243697,3,3
1144888,247868,1,1
1144904,399658,2,2
1144904,437128,1,1
1144953,454818,0,0
1145025,299038,3,3
1145041,216008,3,3
1145088,245530,1,1
1145187,164130,2,2
1145201,332005,1,1
1145218,254932,1,1
1145243,166154,1,1
1145243,17478,1,1
1145243,241136,0,0
1145249,185616,0,0
1145249,359687,0,0
1145249,165839,0,0
1145249,61303,1,1
1145249,363206,0,0
1145249,8612,0,0
1145249,358412,0,0
1145249,315309,0,0
1145249,313736,0,0
1145249,187934,2,2
1145382,417464,0,0
1145382,365015,6,6
1145382,373514,0,0
1145611,318392,2,2
1145628,356690,0,0
1145708,390799,2,2
1145731,272324,6,6
1145800,113085,3,3
1145844,280234,2,2
1145881,384560,2,2
1145896,214555,3,3
1145919,16141,2,2
1145951,446411,3,3
1145972,338427,1,1
1146016,219822,3,3
1146025,134525,0,0
1146039,303715,2,1
1146070,349809,3,3
1146075,372338,1,1
1146097,148484,4,4
1146136,370325,2,2
1146160,53735,0,0
1146160,10521,0,0
1146164,165348,4,2
1146169,183758,7,7
1146172,26210,4,4
1146234,243247,2,2
1146256,70548,1,1
1146288,38913,1,1
1146291,466109,2,2
1146306,47863,2,2
1146374,15092,1,1
1146423,210928,2,2
1146431,65633,3,3
1146510,98665,1,1
1146520,378901,14,3
1146576,46109,1,1
1146602,129010,5,5
1146647,281211,1,1
1146664,268335,0,0
1146770,323896,1,1
1146790,119736,1,1
1146790,69868,3,2
1146810,227861,3,3
1146952,92493,4,4
1146978,250643,0,0
1146978,149230,0,0
1146978,3146,0,0
1147160,303695,2,2
1147164,137633,1,1
1147230,173291,0,0
1147230,276494,0,0
1147230,90844,0,0
1147230,224530,0,0
1147230,140156,0,0
1147237,386724,3,2
1147243,127036,3,3
1147276,194835,0,0
1147292,179290,1,1
1147300,198539,1,1
1147317,356048,1,1
1147426,267051,0,0
1147529,111530,3,3
1147533,280888,1,1
1147574,64861,0,0
1147655,113802,2,2
1147688,371368,0,0
1147688,90859,0,0
1147688,134462,0,0
1147688,206006,0,0
1147688,196930,0,0
1147688,415833,0,0
1147688,195560,0,0
1147688,274051,0,0
1147725,125868,1,1
1147809,453192,1,1
1147838,47324,1,1
1147945,23440,0,0
1148058,415660,1,1
1148075,295846,1,1
1148098,395435,1,1
1148147,284648,0,0
1148147,98899,0,0
1148147,312728,1,1
1148147,56782,0,0
1148151,103816,6,6
1148153,246408,1,1
1148153,395749,1,1
1148153,181973,4,4
1148164,46130,0,0
1148164,320130,1,1
1148164,438484,0,0
1148247,308967,1,1
1148251,444365,1,1
1148273,168661,4,4
1148285,134484,1,1
1148299,404793,1,1
1148301,436694,9,7
1148349,233673,1,1
1148361,315543,1,1
1148383,368947,2,2
1148383,276494,0,0
1148386,334709,1,1
1148408,413250,8,8
1148480,236927,2,2
1148491,359844,2,2
1148500,303025,1,1
1148548,436913,0,0
1148605,332224,1,1
1148658,308978,0,0
1148710,450760,2,2
1148714,112782,2,2
1148783,384087,5,5
1148791,262051,1,1
1148826,321762,3,3
1148951,306822,3,3
1148953,351700,0,0
1148953,374941,1,1
1148976,212767,1,1
1148994,435211,1,1
1149100,311929,2,2
1149102,63543,1,1
1149208,407661,1,1
1149209,19545,7,1
1149213,448601,2,2
1149234,166703,6,6
1149294,279794,0,0
1149295,279457,0,0
1149372,288418,4,4
1149403,218130,2,2
1149462,21117,1,1
1149470,462789,1,1
1149471,217605,1,1
1149495,235664,0,0
1149521,175885,5,5
1149554,351414,1,1
1149586,96935,1,1
1149667,36973,1,1
1149743,125831,5,5
1149756,46811,1,1
1149756,186077,0,0
1149756,220348,1,1
1149756,280760,2,2
1149756,252031,1,1
1149793,157276,2,1
1149804,272455,4,4
1149822,159822,1,1
1149874,123888,2,2
1149882,409804,1,1
1149894,7943,1,1
1149928,397865,1,1
1149967,22716,0,0
1149967,316604,0,0
1150035,69533,3,3
1150039,380993,2,2
1150086,387863,5,5
1150086,375955,1,1
1150086,368244,1,1
1150086,65021,2,2
1150086,440066,3,3
1150086,332592,1,1
1150086,357133,1,1
1150086,276704,2,2
1150086,464196,2,2
1150086,277638,2,2
1150086,310620,1,1
1150086,398115,3,1
1150086,213893,3,3
1150086,415301,1,1
1150086,27994,1,1
1150086,322887,1,1
1150086,370395,4,1
1150086,442033,1,1
1150086,156466,2,2
1150086,177543,1,1
1150086,365166,2,2
1150086,108936,1,1
1150086,23762,7,2
1150086,323599,1,1
1150086,9385,1,1
1150086,110018,1,1
1150086,196398,1,1
1150086,458130,1,1
1150086,36995,2,2
1150086,168358,3,2
1150086,60980,1,1
1150086,62269,2,2
1150086,41295,2,2
1150086,389879,2,2
1150086,415324,1,1
1150086,291559,2,2
1150086,176757,2,2
1150086,282385,4,3
1150086,314285,2,2
1150086,126557,2,2
1150086,340803,1,1
1150086,396265,2,2
1150086,387622,1,1
1150086,196536,3,3
1150086,370984,3,3
1150086,68100,1,1
1150086,137697,4,4
1150086,340240,1,1
1150086,66737,1,1
1150086,366177,9,5
1150086,329104,3,3
1150086,177636,2,1
1150086,428067,1,1
1150086,380014,1,1
1150086,438412,1,1
1150086,106547,4,4
1150086,373064,5,5
1150086,82031,2,2
1150086,382885,3,3
1150086,161925,5,5
1150086,22351,4,4
1150086,162926,2,2
1150086,259105,2,2
1150086,148103,6,1
1150086,118914,3,1
1150086,459354,2,2
1150086,178837,2,2
1150086,304877,3,1
1150086,412486,3,3
1150086,182539,2,2
1150086,361152,1,1
1150086,95914,1,1
1150086,248262,2,2
1150086,67329,1,1
1150086,419855,1,1
1150086,104820,1,1
1150086,248711,2,2
1150086,72911,5,1
1150086,202983,2,2
1150086,434838,2,2
1150086,223203,2,2
1150086,57686,2,2
1150086,296142,2,2
1150086,164683,2,2
1150086,283923,3,1
1150086,354484,1,1
1150086,177615,3,3
1150086,236512,2,2
1150086,311931,4,4
1150086,148478,4,4
1150086,271268,4,4
1150086,120941,2,2
1150086,61292,2,2
1150086,15744,1,1
1150086,113641,3,1
1150086,353142,2,2
1150086,46671,5,2
1150086,376974,2,1
1150086,379573,1,1
1150086,167126,3,3
1150086,385475,3,3
1150086,244541,3,2
1150086,1152,1,1
1150086,7943,9,2
1150086,316472,2,1
1150086,191763,1,1
1150086,406543,2,2
1150086,66480,1,1
1150086,218962,1,1
1150086,294676,5,5
1150086,235880,1,1
1150086,171611,3,1
1150086,210984,12,12
1150086,169003,1,1
1150086,219550,1,1
1150086,8347,1,1
1150086,230376,1,1
1150086,37254,1,1
1150086,117677,2,2
1150086,227211,4,4
1150086,22544,2,2
1150086,116968,1,1
1150086,64834,3,3
1150086,63899,2,2
1150086,192491,2,2
1150086,264736,1,1
1150086,58638,1,1
1150086,273754,2,2
1150086,377018,1,1
1150086,94019,1,1
1150086,116624,2,2
1150086,242035,2,2
1150086,344446,3,3
1150086,546,7,1
1150086,130865,2,1
1150086,197422,1,1
1150086,281281,3,3
1150086,183814,3,3
1150086,56303,3,3
1150086,191295,1,1
1150086,76477,3,3
1150086,420960,4,3
1150086,396445,3,3
1150086,230911,1,1
1150086,259009,2,2
1150086,11279,2,2
1150086,132187,1,1
1150086,60966,2,2
1150086,130709,4,4
1150086,368328,4,4
1150086,257655,2,1
1150086,37068,2,2
1150086,461093,3,2
1150086,268336,2,2
1150086,279257,2,2
1150086,153574,2,2
1150086,352723,2,2
1150086,104634,4,1
1150086,123541,1,1
1150086,408172,1,1
1150086,127751,1,1
1150086,82043,1,1
1150086,391952,2,2
1150086,99268,1,1
1150086,294284,3,3
1150086,310944,4,1
1150086,50648,1,1
1150086,241940,2,1
1150086,9877,2,2
1150086,353373,2,2
1150086,355752,2,2
1150086,363538,2,2
1150086,171959,1,1
1150086,37976,1,1
1150086,338461,2,2
1150086,25375,7,3
1150086,190398,1,1
1150086,245158,2,2
1150086,448044,2,1
1150086,137305,1,1
1150086,66648,1,1
1150086,236385,1,1
1150086,263182,1,1
1150086,19976,1,1
1150086,308510,3,2
1150086,18265,1,1
1150086,93831,1,1
1150086,259243,3,3
1150086,423248,2,2
1150086,354153,4,4
1150086,57841,1,1
1150086,26086,1,1
1150086,153708,2,2
1150086,226270,5,2
1150086,342530,4,3
1150086,458946,2,2
1150086,253615,6,3
1150086,190000,10,2
1150086,130800,3,3
1150086,183511,2,2
1150086,10864,2,2
1150086,454818,6,4
1150086,334536,1,1
1150086,308273,1,1
1150086,445676,2,1
1150086,89142,3,3
1150086,94952,2,2
1150086,429753,2,2
1150086,384212,1,1
1150086,322190,4,3
1150086,118752,1,1
1150086,188390,1,1
1150086,104864,2,2
1150086,261979,2,2
1150086,268604,1,1
1150086,96233,1,1
1150086,314062,4,4
1150086,140055,1,1
1150086,152433,1,1
1150086,216293,2,1
1150086,126332,2,2
1150086,257040,2,2
1150086,296375,2,2
1150086,174815,1,1
1150086,42554,1,1
1150086,35287,1,1
1150086,270383,2,2
1150086,390380,1,1
1150086,299384,1,1
1150086,196540,2,2
1150086,272152,1,1
1150086,57577,3,2
1150086,166122,3,2
1150086,255469,2,2
1150086,240558,1,1
1150086,291964,1,1
1150086,337671,1,1
1150086,29196,3,2
1150086,176363,4,3
1150086,273872,1,1
1150086,138427,3,2
1150086,384302,9,1
1150086,222164,2,1
1150086,31098,1,1
1150086,301602,2,2
1150086,364203,1,1
1150086,29167,1,1
1150086,415810,1,1
1150086,320130,6,1
1150086,109638,6,6
1150086,80858,3,2
1150086,299044,1,1
1150086,354982,1,1
1150086,204057,3,2
1150086,462643,1,1
1150086,97437,1,1
1150086,2698,1,1
1150086,720,2,1
1150086,336319,2,2
1150086,248455,8,2
1150086,450950,2,2
1150086,34386,1,1
1150086,266900,3,1
1150086,348659,3,3
1150086,25515,3,3
1150086,67434,1,1
1150086,139845,2,2
1150086,192931,5,2
1150086,65455,4,4
1150086,39854,2,2
1150086,444741,1,1
1150086,398907,1,1
1150086,419761,4,4
1150086,40359,3,3
1150086,172894,1,1
1150086,56100,1,1
1150086,208450,2,2
1150086,465824,2,2
1150086,68128,1,1
1150086,120822,1,1
1150086,303637,1,1
1150086,377888,1,1
1150086,170671,3,2
1150086,408888,1,1
1150086,106454,1,1
1150086,452361,4,2
1150086,457970,1,1
1150086,131874,1,1
1150086,230807,1,1
1150086,433759,2,2
1150086,464751,2,2
1150086,451741,2,2
1150086,268755,4,4
1150086,27020,5,2
1150086,446448,1,1
1150086,338794,3,2
1150086,69427,2,2
1150086,184042,1,1
1150086,173433,1,1
1150086,116023,1,1
1150086,415562,6,5
1150086,360831,1,1
1150086,126887,1,1
1150086,215051,2,2
1150086,266553,2,2
1150086,372568,2,1
1150086,251945,1,1
1150086,413834,1,1
1150086,461686,23,1
1150086,282966,5,5
1150086,293110,1,1
1150086,176484,4,1
1150086,150550,3,3
1150086,464998,4,4
1150086,227161,1,1
1150086,294666,1,1
1150086,99187,1,1
1150086,461190,6,6
1150086,413310,2,2
1150086,452414,3,3
1150086,450565,1,1
1150086,283579,1,1
1150086,54982,2,2
1150086,406268,1,1
1150086,283916,2,2
1150086,390984,1,1
1150086,236266,4,1
1150086,408504,2,2
1150086,234390,1,1
1150086,102255,1,1
1150086,232325,1,1
1150086,338188,2,2
1150086,70662,2,2
1150086,210896,4,3
1150086,65273,12,1
1150086,355169,2,2
1150086,292136,2,2
1150086,406025,1,1
1150086,338495,1,1
1150086,213102,1,1
1150086,319602,2,2
1150086,234192,2,2
1150086,31058,1,1
1150086,359910,2,2
1150086,214420,1,1
1150086,99601,2,2
1150086,340825,2,1
1150086,406727,3,3
1150086,399192,7,3
1150086,99611,1,1
1150086,343861,1,1
1150086,124827,1,1
1150086,390934,2,2
1150086,217935,1,1
1150086,429452,2,2
1150086,436694,3,3
1150086,171936,2,2
1150086,869,5,1
1150086,325508,1,1
1150086,338660,3,2
1150086,461520,3,3
1150086,355099,1,1
1150086,157437,1,1
1150086,337196,2,2
1150086,175100,1,1
1150086,237019,4,1
1150086,114121,5,3
1150086,12233,10,10
1150086,206241,3,1
1150086,48030,8,1
1150086,438338,2,2
1150086,45628,2,2
1150086,113440,2,2
1150086,359109,2,2
1150086,204494,3,3
1150086,166306,7,1
1150086,284045,1,1
1150086,451027,1,1
1150086,148790,2,2
1150086,56441,2,2
1150086,193518,3,3
1150086,263188,4,3
1150086,450082,3,1
1150086,126623,2,2
1150086,120471,1,1
1150086,23568,1,1
1150086,32450,1,1
1150086,108021,2,2
1150086,132507,5,5
1150086,259292,2,1
1150086,4537,2,2
1150086,170262,5,4
1150086,160949,2,2
1150086,250942,1,1
1150086,318750,2,2
1150086,254290,2,1
1150086,361496,4,1
1150086,58726,1,1
1150086,57788,3,2
1150086,210026,1,1
1150086,176231,2,2
1150086,110517,2,2
1150086,436034,2,2
1150086,354585,2,2
1150086,360877,5,5
1150086,10040,2,2
1150086,450641,2,2
1150086,299517,2,2
1150086,9759,1,1
1150086,66424,1,1
1150086,109498,2,1
1150086,213785,1,1
1150086,4067,2,2
1150086,272438,2,2
1150086,107025,2,2
1150086,349284,3,3
1150086,345308,1,1
1150086,270525,3,3
1150086,127631,3,3
1150086,64749,2,2
1150086,345743,4,4
1150086,360200,1,1
1150086,142819,2,2
1150086,44465,3,3
1150086,345156,2,1
1150086,277362,1,1
1150086,127688,2,2
1150086,245168,2,2
1150086,119736,36,3
1150086,332629,2,2
1150086,417559,1,1
1150086,6720,2,2
1150086,239377,2,2
1150086,270529,3,3
1150086,268081,1,1
1150086,232725,1,1
1150086,278100,1,1
1150086,368403,2,2
1150086,99610,2,2
1150086,301843,1,1
1150086,449559,1,1
1150086,401285,2,2
1150086,244534,1,1
1150086,315543,2,2
1150086,284463,1,1
1150086,320788,1,1
1150086,413460,2,2
1150086,351975,1,1
1150086,463002,0,0
1150086,454422,5,5
1150086,37609,1,1
1150086,162565,2,2
1150086,257062,1,1
1150086,67614,3,3
1150086,37760,3,3
1150086,47334,1,1
1150086,62737,2,2
1150086,384470,1,1
1150086,109474,1,1
1150086,239774,1,1
1150086,395314,1,1
1150086,217712,2,2
1150086,418560,1,1
1150086,303833,4,2
1150086,319797,1,1
1150086,55251,1,1
1150086,190172,2,1
1150086,36620,1,1
1150086,56269,2,2
1150086,32164,2,2
1150086,7777,2,2
1150086,247601,2,1
1150086,192251,1,1
1150086,454430,4,1
1150086,403660,2,2
1150086,246411,1,1
1150086,316753,6,1
1150086,263765,2,2
1150086,184973,1,1
1150086,318421,2,2
1150086,91491,3,3
1150086,5675,1,1
1150086,457045,1,1
1150086,97661,2,2
1150086,19833,2,2
1150086,352634,1,1
1150086,221614,3,3
1150086,326173,1,1
1150086,34220,4,1
1150086,20968,2,1
1150086,424506,3,1
1150086,262105,1,1
1150086,436344,1,1
1150086,65941,1,1
1150086,1976,1,1
1150086,375450,3,3
1150086,285400,1,1
1150086,100282,1,1
1150086,441852,8,1
1150086,428554,1,1
1150086,368788,2,2
1150086,52371,1,1
1150086,124214,2,2
1150086,355546,2,2
1150086,72944,4,1
1150086,24154,1,1
1150086,415160,1,1
1150086,139515,2,1
1150086,240534,7,1
1150086,212006,2,2
1150086,18626,2,2
1150086,221900,1,1
1150086,75873,4,3
1150086,190416,1,1
1150086,170894,2,2
1150086,418606,1,1
1150086,246090,1,1
1150086,13417,1,1
1150086,386704,1,1
1150086,293735,3,3
1150086,199026,1,1
1150086,32581,2,2
1150086,273980,1,1
1150086,89775,3,1
1150086,127722,1,1
1150086,187549,1,1
1150086,98498,3,3
1150086,148446,4,1
1150086,458608,1,1
1150086,114070,1,1
1150086,279585,3,1
1150086,179601,1,1
1150086,419980,1,1
1150086,20740,2,1
1150086,357132,2,2
1150086,300314,2,2
1150086,73311,3,3
1150086,258148,4,4
1150086,175610,0,0
1150086,164429,2,2
1150086,225329,0,0
1150086,8122,1,1
1150086,368060,2,2
1150086,228644,3,1
1150086,449118,0,0
1150086,188754,1,1
1150086,361591,2,2
1150086,95447,2,2
1150086,130371,1,1
1150086,272324,3,1
1150086,383341,1,1
1150086,295537,3,2
1150086,118780,7,5
1150086,332018,1,1
1150086,98665,1,1
1150086,224700,1,1
1150086,448690,4,1
1150086,340794,2,2
1150086,305067,1,1
1150086,409804,1,1
1150086,449582,1,1
1150086,197642,8,1
1150086,40712,2,2
1150086,334476,2,2
1150086,56782,2,1
1150086,428046,2,2
1150086,33754,1,1
1150086,296536,1,1
1150086,88594,1,1
1150086,152443,3,2
1150086,388119,1,1
1150086,261520,2,2
1150086,435234,2,2
1150086,38272,4,4
1150086,322489,1,1
1150086,173491,1,1
1150086,371724,1,1
1150086,22926,3,1
1150086,230757,1,1
1150086,154485,1,1
1150086,254101,1,1
1150086,202171,3,3
1150086,79524,3,3
1150086,126307,1,1
1150086,136576,3,3
1150086,138314,1,1
1150086,227814,1,1
1150086,445456,2,2
1150086,79877,1,1
1150086,6913,9,9
1150086,222196,2,1
1150086,219512,9,1
1150086,255285,3,3
1150086,114342,2,2
1150086,199394,1,1
1150086,164828,1,1
1150086,120098,1,1
1150086,321293,1,1
1150086,257856,2,2
1150086,294242,2,2
1150086,370615,4,4
1150086,365043,2,2
1150086,64881,2,2
1150086,214617,1,1
1150086,272907,2,2
1150086,325652,2,2
1150086,441668,1,1
1150086,175885,1,1
1150086,87513,1,1
1150086,178797,1,1
1150086,146081,2,2
1150086,93558,1,1
1150086,324833,1,1
1150086,1684,3,3
1150086,71836,3,2
1150086,360825,1,1
1150086,29220,3,3
1150086,312276,1,1
1150086,61705,1,1
1150086,19484,2,2
1150086,38965,3,3
1150086,458475,2,2
1150086,262186,1,1
1150088,80858,2,2
1150151,95255,4,4
1150164,119736,0,0
1150174,369933,2,2
1150225,96882,0,0
1150253,1653,2,2
1150253,80519,4,1
1150253,237147,7,7
1150271,379953,0,0
1150279,25315,1,1
1150300,443603,2,2
1150405,432748,0,0
1150405,447661,0,0
1150405,346534,0,0
1150454,19185,0,0
1150455,52439,3,3
1150460,139287,3,3
1150461,44393,2,2
1150461,203594,4,1
1150478,236948,4,4
1150514,187413,2,2
1150527,40582,5,1
1150613,101948,2,2
1150841,418608,1,1
1150852,126236,1,1
1150887,246310,1,1
1150917,99177,1,1
1151055,341928,0,0
1151093,445351,4,4
1151106,27229,1,1
1151156,293076,0,0
1151156,461439,1,1
1151156,317691,1,1
1151156,46232,2,2
1151156,409804,1,1
1151156,258293,1,1
1151194,26565,1,1
1151194,199348,1,1
1151194,88098,7,3
1151194,267660,1,1
1151201,465511,0,0
1151234,361751,1,1
1151275,67434,1,1
1151463,173454,2,2
1151469,455183,1,1
1151494,200035,0,0
1151581,215868,1,1
1151604,214003,0,0
1151637,29196,1,1
1151703,144507,2,2
1151736,193560,2,2
1151736,415660,5,4
1151736,285755,0,0
1151736,33421,2,1
1151781,26634,4,4
1151782,137352,6,6
1151824,189444,3,3
1151824,222418,0,0
1151853,145193,1,1
1151882,321089,1,1
1151892,372756,3,3
1151910,168952,1,1
1151933,57445,1,1
1151955,396445,3,3
1151980,87677,0,0
1151998,136553,3,1
1152015,375066,1,1
1152111,355530,0,0
1152111,442222,1,1
1152128,33970,1,1
1152163,53636,2,2
1152169,143020,2,2
1152225,170572,2,2
1152259,296246,3,3
1152261,322489,1,1
1152284,416170,1,1
1152318,56441,8,8
1152346,367627,1,1
1152367,352788,2,2
1152387,233132,1,1
1152456,244867,1,1
1152460,392947,0,0
1152460,310848,1,1
1152461,398762,1,1
1152483,392807,2,2
1152509,94371,1,1
1152581,362606,3,2
1152588,323455,3,3
1152631,57245,3,3
1152639,289633,3,3
1152644,418606,4,4
1152644,92678,4,4
1152652,34011,3,3
1152708,289707,0,0
1152711,409804,1,1
1152721,300766,1,1
1152738,125275,0,0
1152747,452852,1,1
1152747,279052,2,2
1152794,384157,0,0
1152794,377359,0,0
1152806,341971,2,2
1152904,78759,0,0
1152997,394391,2,2
1153000,49418,2,2
1153013,380649,4,4
1153032,172894,6,6
1153047,5821,3,3
1153079,243900,2,1
1153115,185725,1,1
1153132,346213,8,8
1153138,355768,2,2
1153143,382751,3,3
1153143,248327,2,2
1153143,282789,4,4
1153145,293808,1,1
1153220,410038,3,3
1153225,361273,0,0
1153225,313867,0,0
1153225,390435,0,0
1153229,314990,1,1
1153283,166252,1,1
1153283,85674,3,3
1153336,296373,3,3
1153402,106741,0,0
1153411,453290,3,3
1153418,236997,1,1
1153418,13169,2,2
1153432,277762,1,1
1153434,224586,2,2
1153451,365776,1,1
1153460,30139,8,8
1153491,86238,1,1
1153538,36620,2,2
1153564,330469,0,0
1153564,444190,1,1
1153564,398762,1,1
1153564,416352,0,0
1153564,29757,1,1
1153564,287449,2,2
1153564,306169,2,2
1153564,208939,5,5
1153564,306297,1,1
1153564,180380,3,3
1153564,77573,2,2
1153647,441852,1,1
1153650,11679,4,4
1153650,85468,2,2
1153696,118872,1,1
1153702,148034,1,1
1153702,425607,3,3
1153709,17322,2,2
1153709,263765,1,1
1153783,15032,1,1
1153857,300236,1,1
1153892,382483,0,0
1153892,111122,0,0
1153970,447632,1,1
1154005,459374,3,3
1154280,107108,1,1
1154301,37471,1,1
1154309,302307,1,1
1154310,125831,2,2
1154316,288175,2,2
1154316,255202,2,2
1154334,395749,0,0
1154339,55044,1,1
1154429,312717,1,1
1154431,367136,2,2
1154616,439044,3,3
1154667,197925,1,1
1154667,34781,1,1
1154708,239245,3,3
1154710,303573,1,1
1154710,79544,17,6
1154710,55556,9,4
1154765,49544,0,0
1154771,358906,6,5
1154784,390395,4,4
1154786,51901,2,2
1154800,252068,1,1
1154897,359336,1,1
1154940,266942,2,1
1154940,313481,1,1
1154950,274798,1,1
1154951,101094,1,1
1154973,270527,2,2
1155016,249933,0,0
1155016,93001,5,5
1155016,170267,2,2
1155023,335041,3,3
1155030,301296,1,1
1155030,293274,2,2
1155045,175356,0,0
1155045,286220,0,0
1155134,389397,1,1
1155187,355287,1,1
1155242,369767,4,4
1155250,343256,1,1
1155288,359990,3,3
1155296,73602,3,3
1155331,224184,1,1
1155360,222422,3,3
1155440,391344,4,4
1155475,298362,3,3
1155532,158666,1,1
1155647,68783,1,1
1155647,83662,5,5
1155647,341286,0,0
1155663,298560,0,0
1155726,195284,1,1
1155757,67811,0,0
1155757,17108,1,1
1155779,149230,0,0
1155791,416017,1,1
1155836,445134,0,0
1155846,376971,0,0
1155852,114177,0,0
1155852,460614,0,0
1155852,144507,2,2
1155852,46938,0,0
1155852,74288,0,0
1155857,316882,1,1
1155880,26139,2,2
1155971,287523,1,1
1155978,430050,6,1
1156017,133476,1,1
1156036,325585,1,1
1156075,30439,3,3
1156146,39108,2,2
1156166,423549,0,0
1156166,59511,0,0
1156166,208823,2,1
1156166,158732,1,1
1156166,102752,3,3
1156166,373752,1,1
1156196,98178,5,1
1156238,192654,1,1
1156402,55251,2,2
1156422,91264,0,0
1156422,75458,0,0
1156422,277119,2,2
1156422,25906,0,0
1156422,306763,0,0
1156443,195360,1,1
1156452,294620,3,3
1156452,300878,2,2
1156478,15466,2,2
1156491,165080,2,2
1156525,343878,11,11
1156525,109416,0,0
1156525,184523,3,3
1156604,332918,1,1
1156604,294284,6,6
1156604,177707,1,1
1156604,116199,1,1
1156640,403566,1,1
1156674,74787,0,0
1156674,392175,1,1
1156744,168717,0,0
1156773,289004,1,1
1156775,142215,1,1
1156790,92678,4,4
1156860,66752,0,0
1156860,303960,2,2
1156860,390591,0,0
1156860,352788,1,1
1156860,247909,1,1
1156860,367900,2,2
1156870,45972,0,0
1156870,329097,2,2
1156885,95896,3,3
1156885,135490,2,2
1157089,236348,1,1
1157110,313878,0,0
1157110,46910,1,1
1157132,367374,6,1
1157132,101386,6,2
1157132,16710,0,0
1157132,67481,1,1
1157160,390591,0,0
1157160,106741,0,0
1157167,141937,0,0
1157167,8426,0,0
1157291,318333,2,2
1157313,255689,3,3
1157385,424512,1,1
1157386,77791,1,1
1157450,117075,0,0
1157450,409023,0,0
1157450,198784,0,0
1157453,116813,2,2
1157473,144991,0,0
1157493,384415,2,2
1157525,97661,2,2
1157587,288525,0,0
1157742,86191,0,0
1157842,173253,4,4
1157848,340010,0,0
1157857,185357,1,1
1157950,256747,2,2
1158011,9715,2,2
1158063,51556,2,2
1158076,369447,1,1
1158112,127294,0,0
1158127,59584,2,2
1158229,435381,4,4
1158248,388853,3,3
1158248,445864,2,2
1158248,272360,4,4
1158280,374130,2,2
1158302,24855,3,3
1158348,90036,3,3
1158401,312555,4,4
1158402,49040,10,10
1158535,268883,1,1
1158575,171814,4,1
1158677,33912,1,1
1158702,158666,0,0
1158777,432357,3,3
1158804,341094,0,0
1158806,427499,2,2
1158831,301721,0,0
1158952,55834,3,3
1159004,264579,1,1
1159125,448494,4,4
1159232,357054,2,2
1159330,88710,0,0
1159357,128051,1,1
1159400,157705,1,1
1159474,231482,3,3
1159485,417300,8,8
1159544,234185,4,2
1159544,396094,1,1
1159544,352096,5,1
1159544,67614,2,2
1159544,111240,2,1
1159544,155214,4,2
1159544,202952,0,0
1159544,363109,3,3
1159577,415660,2,2
1159584,75555,1,1
1159592,213303,9,9
1159592,131364,3,3
1159593,369093,0,0
1159609,363210,1,1
1159681,413990,1,1
1159713,66258,2,2
1159733,104116,0,0
1159733,381613,2,2
1159733,377960,2,2
1159752,32719,1,1
1159765,444487,2,2
1159828,424515,2,2
1159838,337161,2,2
1159838,127758,2,2
1159857,213021,1,1
1159917,96869,1,1
1159917,295676,1,1
1159929,251751,1,1
1160111,86493,2,2
1160112,239816,0,0
1160112,35956,0,0
1160204,385132,1,1
1160204,304156,4,4
1160204,323306,0,0
1160223,131057,4,4
1160229,404033,3,3
1160229,233385,1,1
1160229,211776,3,3
1160258,42523,3,3
1160258,312929,2,2
1160258,124081,2,2
1160338,46232,0,0
1160371,401151,1,1
